,category,scientific_name,common_names,conservation_group,park_name,observations
250,Vascular Plant,Hedysarum sulphurescens,White Sweetvetch,None,Bryce National Park,130
251,Vascular Plant,Hedysarum sulphurescens,White Sweetvetch,None,Yellowstone National Park,261
252,Vascular Plant,Hedysarum occidentale,Western Sweetvetch,None,Bryce National Park,142
253,Vascular Plant,Hedysarum occidentale,Western Sweetvetch,None,Yosemite National Park,157
254,Vascular Plant,Hedysarum occidentale,Western Sweetvetch,None,Yellowstone National Park,222
255,Vascular Plant,Hedysarum occidentale,Western Sweetvetch,None,Great Smoky Mountains National Park,69
256,Vascular Plant,Hedysarum alpinum var. americanum,American Alpine Sweetvetch,None,Yellowstone National Park,239
257,Vascular Plant,Hedysarum alpinum var. americanum,American Alpine Sweetvetch,None,Bryce National Park,78
258,Vascular Plant,Hedysarum alpinum var. americanum,American Alpine Sweetvetch,None,Yosemite National Park,122
259,Vascular Plant,Hedysarum alpinum var. americanum,American Alpine Sweetvetch,None,Great Smoky Mountains National Park,25
260,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",None,Yosemite National Park,157
261,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",None,Bryce National Park,95
262,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",None,Yellowstone National Park,218
263,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",None,Great Smoky Mountains National Park,53
264,Vascular Plant,Astragalus purshii var. purshii,"Pursh's Milkvetch, Woollypod Milkvetch, Pursh's Milk-Vetch",None,Yosemite National Park,156
265,Vascular Plant,Astragalus purshii var. purshii,"Pursh's Milkvetch, Woollypod Milkvetch, Pursh's Milk-Vetch",None,Great Smoky Mountains National Park,95
266,Vascular Plant,Astragalus purshii var. purshii,"Pursh's Milkvetch, Woollypod Milkvetch, Pursh's Milk-Vetch",None,Yellowstone National Park,235
267,Vascular Plant,Astragalus purshii var. purshii,"Pursh's Milkvetch, Woollypod Milkvetch, Pursh's Milk-Vetch",None,Bryce National Park,115
268,Vascular Plant,Astragalus missouriensis,"Missouri Milk-Vetch, Missouri Milkvetch",None,Great Smoky Mountains National Park,82
269,Vascular Plant,Astragalus missouriensis,"Missouri Milk-Vetch, Missouri Milkvetch",None,Bryce National Park,95
270,Vascular Plant,Astragalus missouriensis,"Missouri Milk-Vetch, Missouri Milkvetch",None,Yosemite National Park,130
271,Vascular Plant,Astragalus missouriensis,"Missouri Milk-Vetch, Missouri Milkvetch",None,Yellowstone National Park,257
272,Vascular Plant,Astragalus miser var. praeteritus,Yellowstone Milkvetch,None,Bryce National Park,109
273,Vascular Plant,Astragalus miser var. praeteritus,Yellowstone Milkvetch,None,Great Smoky Mountains National Park,78
274,Vascular Plant,Astragalus miser var. praeteritus,Yellowstone Milkvetch,None,Yosemite National Park,166
275,Vascular Plant,Astragalus miser var. praeteritus,Yellowstone Milkvetch,None,Yellowstone National Park,270
276,Vascular Plant,Astragalus miser var. hylophilus,Woody Milkvetch,None,Great Smoky Mountains National Park,76
277,Vascular Plant,Astragalus miser var. hylophilus,Woody Milkvetch,None,Bryce National Park,82
278,Vascular Plant,Astragalus miser var. hylophilus,Woody Milkvetch,None,Yosemite National Park,169
279,Vascular Plant,Astragalus miser var. hylophilus,Woody Milkvetch,None,Yellowstone National Park,252
280,Vascular Plant,Astragalus lotiflorus,"Lotus Milkvetch, Low Milkvetch, Lotus Milk-Vetch, Milkvetch",None,Great Smoky Mountains National Park,83
281,Vascular Plant,Astragalus lotiflorus,"Lotus Milkvetch, Low Milkvetch, Lotus Milk-Vetch, Milkvetch",None,Bryce National Park,56
282,Vascular Plant,Astragalus lotiflorus,"Lotus Milkvetch, Low Milkvetch, Lotus Milk-Vetch, Milkvetch",None,Yellowstone National Park,269
283,Vascular Plant,Astragalus lotiflorus,"Lotus Milkvetch, Low Milkvetch, Lotus Milk-Vetch, Milkvetch",None,Yosemite National Park,133
284,Vascular Plant,Astragalus laxmannii var. robustior,Prairie Milkvetch,None,Great Smoky Mountains National Park,63
285,Vascular Plant,Astragalus laxmannii var. robustior,Prairie Milkvetch,None,Yosemite National Park,140
286,Vascular Plant,Astragalus laxmannii var. robustior,Prairie Milkvetch,None,Bryce National Park,124
287,Vascular Plant,Astragalus laxmannii var. robustior,Prairie Milkvetch,None,Yellowstone National Park,261
288,Vascular Plant,Astragalus kentrophyta var. tegetarius,Mat Milkvetch,None,Yellowstone National Park,259
289,Vascular Plant,Astragalus kentrophyta var. tegetarius,Mat Milkvetch,None,Bryce National Park,72
290,Vascular Plant,Astragalus kentrophyta var. tegetarius,Mat Milkvetch,None,Yosemite National Park,148
291,Vascular Plant,Astragalus kentrophyta var. tegetarius,Mat Milkvetch,None,Great Smoky Mountains National Park,57
292,Vascular Plant,Astragalus inflexus,Bent Milkvetch,None,Yosemite National Park,132
293,Vascular Plant,Astragalus inflexus,Bent Milkvetch,None,Yellowstone National Park,253
294,Vascular Plant,Astragalus inflexus,Bent Milkvetch,None,Bryce National Park,116
295,Vascular Plant,Astragalus inflexus,Bent Milkvetch,None,Great Smoky Mountains National Park,83
296,Vascular Plant,Astragalus gilviflorus var. gilviflorus,Plains Milkvetch,None,Yosemite National Park,130
297,Vascular Plant,Astragalus gilviflorus var. gilviflorus,Plains Milkvetch,None,Great Smoky Mountains National Park,42
298,Vascular Plant,Astragalus gilviflorus var. gilviflorus,Plains Milkvetch,None,Yellowstone National Park,279
299,Vascular Plant,Astragalus gilviflorus var. gilviflorus,Plains Milkvetch,None,Bryce National Park,103
300,Vascular Plant,Dracocephalum thymiflorum,"Thyme-Leaf Dragonhead, Thymeleaf Dragonhead",None,Great Smoky Mountains National Park,49
301,Vascular Plant,Dracocephalum thymiflorum,"Thyme-Leaf Dragonhead, Thymeleaf Dragonhead",None,Bryce National Park,117
302,Vascular Plant,Dracocephalum thymiflorum,"Thyme-Leaf Dragonhead, Thymeleaf Dragonhead",None,Yellowstone National Park,297
303,Vascular Plant,Dracocephalum thymiflorum,"Thyme-Leaf Dragonhead, Thymeleaf Dragonhead",None,Yosemite National Park,110
304,Vascular Plant,Galeopsis ladanum,Red Hempnettle,None,Bryce National Park,122
305,Vascular Plant,Galeopsis ladanum,Red Hempnettle,None,Great Smoky Mountains National Park,85
306,Vascular Plant,Galeopsis ladanum,Red Hempnettle,None,Yosemite National Park,137
307,Vascular Plant,Galeopsis ladanum,Red Hempnettle,None,Yellowstone National Park,269
308,Vascular Plant,Veronica biloba,"Twolobed Speedwell, Bilobed Speedwell, Twolobe Speedwell",None,Yosemite National Park,127
309,Vascular Plant,Veronica biloba,"Twolobed Speedwell, Bilobed Speedwell, Twolobe Speedwell",None,Bryce National Park,126
310,Vascular Plant,Veronica biloba,"Twolobed Speedwell, Bilobed Speedwell, Twolobe Speedwell",None,Yellowstone National Park,252
311,Vascular Plant,Veronica biloba,"Twolobed Speedwell, Bilobed Speedwell, Twolobe Speedwell",None,Great Smoky Mountains National Park,73
312,Vascular Plant,Veronica americana,"Brooklime, American Speedwell",None,Bryce National Park,77
313,Vascular Plant,Veronica americana,"Brooklime, American Speedwell",None,Yellowstone National Park,237
314,Vascular Plant,Veronica americana,"Brooklime, American Speedwell",None,Great Smoky Mountains National Park,33
315,Vascular Plant,Veronica americana,"Brooklime, American Speedwell",None,Yosemite National Park,146
316,Vascular Plant,Plantago tweedyi,Tweedy's Plantain,None,Great Smoky Mountains National Park,81
317,Vascular Plant,Plantago tweedyi,Tweedy's Plantain,None,Bryce National Park,89
318,Vascular Plant,Plantago tweedyi,Tweedy's Plantain,None,Yellowstone National Park,245
319,Vascular Plant,Plantago tweedyi,Tweedy's Plantain,None,Yosemite National Park,103
320,Vascular Plant,Plantago eriopoda,"Saline Plantain, Red-Woolly Plantain, Redwood Plantain, Redwool Plantain, Alkali Plantain",None,Great Smoky Mountains National Park,43
321,Vascular Plant,Plantago eriopoda,"Saline Plantain, Red-Woolly Plantain, Redwood Plantain, Redwool Plantain, Alkali Plantain",None,Yellowstone National Park,254
322,Vascular Plant,Plantago eriopoda,"Saline Plantain, Red-Woolly Plantain, Redwood Plantain, Redwool Plantain, Alkali Plantain",None,Yosemite National Park,148
323,Vascular Plant,Plantago eriopoda,"Saline Plantain, Red-Woolly Plantain, Redwood Plantain, Redwool Plantain, Alkali Plantain",None,Bryce National Park,102
324,Vascular Plant,Plantago elongata,"Prairie Plantain, Slender Plantain, Longleaf Plantain",None,Yellowstone National Park,225
325,Vascular Plant,Plantago elongata,"Prairie Plantain, Slender Plantain, Longleaf Plantain",None,Great Smoky Mountains National Park,104
326,Vascular Plant,Plantago elongata,"Prairie Plantain, Slender Plantain, Longleaf Plantain",None,Bryce National Park,106
327,Vascular Plant,Plantago elongata,"Prairie Plantain, Slender Plantain, Longleaf Plantain",None,Yosemite National Park,151
328,Vascular Plant,Veronica scutellata,"Grassleaf Speedwell, Grass-Leaf Speedwell, Skullcap Speedwell, Marsh Speedwell",None,Great Smoky Mountains National Park,86
329,Vascular Plant,Veronica scutellata,"Grassleaf Speedwell, Grass-Leaf Speedwell, Skullcap Speedwell, Marsh Speedwell",None,Yellowstone National Park,270
330,Vascular Plant,Veronica scutellata,"Grassleaf Speedwell, Grass-Leaf Speedwell, Skullcap Speedwell, Marsh Speedwell",None,Yosemite National Park,159
331,Vascular Plant,Veronica scutellata,"Grassleaf Speedwell, Grass-Leaf Speedwell, Skullcap Speedwell, Marsh Speedwell",None,Bryce National Park,159
332,Vascular Plant,Penstemon whippleanus,"Dark Beardtongue, Whipple's Penstemon",None,Great Smoky Mountains National Park,86
333,Vascular Plant,Penstemon whippleanus,"Dark Beardtongue, Whipple's Penstemon",None,Yosemite National Park,167
334,Vascular Plant,Penstemon whippleanus,"Dark Beardtongue, Whipple's Penstemon",None,Yellowstone National Park,251
335,Vascular Plant,Penstemon whippleanus,"Dark Beardtongue, Whipple's Penstemon",None,Bryce National Park,89
336,Vascular Plant,Penstemon radicosus,Matroot Penstemon,None,Yellowstone National Park,265
337,Vascular Plant,Penstemon radicosus,Matroot Penstemon,None,Great Smoky Mountains National Park,88
338,Vascular Plant,Penstemon radicosus,Matroot Penstemon,None,Bryce National Park,96
339,Vascular Plant,Penstemon radicosus,Matroot Penstemon,None,Yosemite National Park,134
340,Vascular Plant,Penstemon procerus,"Pincushion Beardtongue, Littleflower Penstemon",None,Great Smoky Mountains National Park,67
341,Vascular Plant,Penstemon procerus,"Pincushion Beardtongue, Littleflower Penstemon",None,Yellowstone National Park,215
342,Vascular Plant,Penstemon procerus,"Pincushion Beardtongue, Littleflower Penstemon",None,Bryce National Park,98
343,Vascular Plant,Penstemon procerus,"Pincushion Beardtongue, Littleflower Penstemon",None,Yosemite National Park,121
344,Vascular Plant,Penstemon montanus var. montanus,Cordroot Beardtongue,None,Bryce National Park,80
345,Vascular Plant,Penstemon montanus var. montanus,Cordroot Beardtongue,None,Yellowstone National Park,216
346,Vascular Plant,Penstemon montanus var. montanus,Cordroot Beardtongue,None,Yosemite National Park,132
347,Vascular Plant,Penstemon montanus var. montanus,Cordroot Beardtongue,None,Great Smoky Mountains National Park,65
348,Vascular Plant,Penstemon humilis,"Low Penstemon, Low Beardtongue",None,Yosemite National Park,181
349,Vascular Plant,Penstemon humilis,"Low Penstemon, Low Beardtongue",None,Yellowstone National Park,231
350,Vascular Plant,Penstemon humilis,"Low Penstemon, Low Beardtongue",None,Great Smoky Mountains National Park,96
351,Vascular Plant,Penstemon humilis,"Low Penstemon, Low Beardtongue",None,Bryce National Park,72
352,Vascular Plant,Penstemon fruticosus,Bush Penstemon,None,Bryce National Park,87
353,Vascular Plant,Penstemon fruticosus,Bush Penstemon,None,Great Smoky Mountains National Park,126
354,Vascular Plant,Penstemon fruticosus,Bush Penstemon,None,Yellowstone National Park,223
355,Vascular Plant,Penstemon fruticosus,Bush Penstemon,None,Yosemite National Park,152
356,Vascular Plant,Penstemon deustus,Scabland Penstemon,None,Yellowstone National Park,262
357,Vascular Plant,Penstemon deustus,Scabland Penstemon,None,Yosemite National Park,152
358,Vascular Plant,Penstemon deustus,Scabland Penstemon,None,Great Smoky Mountains National Park,111
359,Vascular Plant,Penstemon deustus,Scabland Penstemon,None,Bryce National Park,127
360,Vascular Plant,Penstemon cyaneus,Blue Penstemon,None,Bryce National Park,100
361,Vascular Plant,Penstemon cyaneus,Blue Penstemon,None,Great Smoky Mountains National Park,62
362,Vascular Plant,Penstemon cyaneus,Blue Penstemon,None,Yosemite National Park,150
363,Vascular Plant,Penstemon cyaneus,Blue Penstemon,None,Yellowstone National Park,229
364,Vascular Plant,Penstemon attenuatus var. pseudoprocerus,Small Penstemon,None,Yosemite National Park,125
365,Vascular Plant,Penstemon attenuatus var. pseudoprocerus,Small Penstemon,None,Bryce National Park,84
366,Vascular Plant,Penstemon attenuatus var. pseudoprocerus,Small Penstemon,None,Great Smoky Mountains National Park,66
367,Vascular Plant,Penstemon attenuatus var. pseudoprocerus,Small Penstemon,None,Yellowstone National Park,287
368,Vascular Plant,Penstemon rydbergii var. rydbergii,Swollen Penstemon,None,Yosemite National Park,142
369,Vascular Plant,Penstemon rydbergii var. rydbergii,Swollen Penstemon,None,Great Smoky Mountains National Park,77
370,Vascular Plant,Penstemon rydbergii var. rydbergii,Swollen Penstemon,None,Yellowstone National Park,246
371,Vascular Plant,Penstemon rydbergii var. rydbergii,Swollen Penstemon,None,Bryce National Park,112
372,Vascular Plant,Veronica verna,Spring Speedwell,None,Bryce National Park,114
373,Vascular Plant,Veronica verna,Spring Speedwell,None,Great Smoky Mountains National Park,103
374,Vascular Plant,Veronica verna,Spring Speedwell,None,Yosemite National Park,164
375,Vascular Plant,Veronica verna,Spring Speedwell,None,Yellowstone National Park,251
376,Vascular Plant,Veronica wormskjoldii,American Alpine Speedwell,None,Great Smoky Mountains National Park,65
377,Vascular Plant,Veronica wormskjoldii,American Alpine Speedwell,None,Bryce National Park,112
378,Vascular Plant,Veronica wormskjoldii,American Alpine Speedwell,None,Yellowstone National Park,251
379,Vascular Plant,Veronica wormskjoldii,American Alpine Speedwell,None,Yosemite National Park,158
380,Vascular Plant,Scrophularia lanceolata,Lanceleaf Figwort,None,Yellowstone National Park,258
381,Vascular Plant,Scrophularia lanceolata,Lanceleaf Figwort,None,Bryce National Park,96
382,Vascular Plant,Scrophularia lanceolata,Lanceleaf Figwort,None,Yosemite National Park,121
383,Vascular Plant,Scrophularia lanceolata,Lanceleaf Figwort,None,Great Smoky Mountains National Park,57
384,Vascular Plant,Euphorbia esula,"Wolf's Milk, Leafy Spurge, Spurge, Wolf's-Milk",None,Yosemite National Park,155
385,Vascular Plant,Euphorbia esula,"Wolf's Milk, Leafy Spurge, Spurge, Wolf's-Milk",None,Great Smoky Mountains National Park,58
386,Vascular Plant,Euphorbia esula,"Wolf's Milk, Leafy Spurge, Spurge, Wolf's-Milk",None,Yellowstone National Park,253
387,Vascular Plant,Euphorbia esula,"Wolf's Milk, Leafy Spurge, Spurge, Wolf's-Milk",None,Bryce National Park,145
388,Vascular Plant,Chamaesyce serpyllifolia,"Thyme-Leaf Sandmat, Thymeleaf Sandmat",None,Great Smoky Mountains National Park,52
389,Vascular Plant,Chamaesyce serpyllifolia,"Thyme-Leaf Sandmat, Thymeleaf Sandmat",None,Yellowstone National Park,249
390,Vascular Plant,Chamaesyce serpyllifolia,"Thyme-Leaf Sandmat, Thymeleaf Sandmat",None,Bryce National Park,91
391,Vascular Plant,Chamaesyce serpyllifolia,"Thyme-Leaf Sandmat, Thymeleaf Sandmat",None,Yosemite National Park,131
392,Vascular Plant,Chamaesyce maculata,"Spotted Sandmat, Large Spurge, Spotted Spurge",None,Great Smoky Mountains National Park,111
393,Vascular Plant,Chamaesyce maculata,"Spotted Sandmat, Large Spurge, Spotted Spurge",None,Yellowstone National Park,272
394,Vascular Plant,Chamaesyce maculata,"Spotted Sandmat, Large Spurge, Spotted Spurge",None,Yosemite National Park,152
395,Vascular Plant,Chamaesyce maculata,"Spotted Sandmat, Large Spurge, Spotted Spurge",None,Bryce National Park,82
396,Vascular Plant,Chamaesyce glyptosperma,"Ridgeseed Spurge, Ribseed Sandmat, Rib-Seed Sandmat",None,Bryce National Park,105
397,Vascular Plant,Chamaesyce glyptosperma,"Ridgeseed Spurge, Ribseed Sandmat, Rib-Seed Sandmat",None,Yellowstone National Park,242
398,Vascular Plant,Chamaesyce glyptosperma,"Ridgeseed Spurge, Ribseed Sandmat, Rib-Seed Sandmat",None,Great Smoky Mountains National Park,100
399,Vascular Plant,Chamaesyce glyptosperma,"Ridgeseed Spurge, Ribseed Sandmat, Rib-Seed Sandmat",None,Yosemite National Park,124
400,Vascular Plant,Elatine rubella,Southwestern Waterwort,None,Bryce National Park,63
401,Vascular Plant,Elatine rubella,Southwestern Waterwort,None,Great Smoky Mountains National Park,101
