,category,scientific_name,conservation_status,common_names,park_name,observations
250,Vascular Plant,Hedysarum sulphurescens,None,White Sweetvetch,Bryce National Park,130
251,Vascular Plant,Hedysarum sulphurescens,None,White Sweetvetch,Yellowstone National Park,261
252,Vascular Plant,Hedysarum occidentale,None,Western Sweetvetch,Bryce National Park,142
253,Vascular Plant,Hedysarum occidentale,None,Western Sweetvetch,Yosemite National Park,157
254,Vascular Plant,Hedysarum occidentale,None,Western Sweetvetch,Yellowstone National Park,222
255,Vascular Plant,Hedysarum occidentale,None,Western Sweetvetch,Great Smoky Mountains National Park,69
256,Vascular Plant,Hedysarum alpinum var. americanum,None,American Alpine Sweetvetch,Yellowstone National Park,239
257,Vascular Plant,Hedysarum alpinum var. americanum,None,American Alpine Sweetvetch,Bryce National Park,78
258,Vascular Plant,Hedysarum alpinum var. americanum,None,American Alpine Sweetvetch,Yosemite National Park,122
259,Vascular Plant,Hedysarum alpinum var. americanum,None,American Alpine Sweetvetch,Great Smoky Mountains National Park,25
260,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,None,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",Yosemite National Park,157
261,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,None,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",Bryce National Park,95
262,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,None,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",Yellowstone National Park,218
263,Vascular Plant,Astragalus vexilliflexus var. vexilliflexus,None,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",Great Smoky Mountains National Park,53
264,Vascular Plant,Astragalus purshii var. purshii,None,"Woollypod Milkvetch, Pursh's Milkvetch, Pursh's Milk-Vetch",Yosemite National Park,156
265,Vascular Plant,Astragalus purshii var. purshii,None,"Woollypod Milkvetch, Pursh's Milkvetch, Pursh's Milk-Vetch",Great Smoky Mountains National Park,95
266,Vascular Plant,Astragalus purshii var. purshii,None,"Woollypod Milkvetch, Pursh's Milkvetch, Pursh's Milk-Vetch",Yellowstone National Park,235
267,Vascular Plant,Astragalus purshii var. purshii,None,"Woollypod Milkvetch, Pursh's Milkvetch, Pursh's Milk-Vetch",Bryce National Park,115
268,Vascular Plant,Astragalus missouriensis,None,"Missouri Milkvetch, Missouri Milk-Vetch",Great Smoky Mountains National Park,82
269,Vascular Plant,Astragalus missouriensis,None,"Missouri Milkvetch, Missouri Milk-Vetch",Bryce National Park,95
270,Vascular Plant,Astragalus missouriensis,None,"Missouri Milkvetch, Missouri Milk-Vetch",Yosemite National Park,130
271,Vascular Plant,Astragalus missouriensis,None,"Missouri Milkvetch, Missouri Milk-Vetch",Yellowstone National Park,257
272,Vascular Plant,Astragalus miser var. praeteritus,None,Yellowstone Milkvetch,Bryce National Park,109
273,Vascular Plant,Astragalus miser var. praeteritus,None,Yellowstone Milkvetch,Great Smoky Mountains National Park,78
274,Vascular Plant,Astragalus miser var. praeteritus,None,Yellowstone Milkvetch,Yosemite National Park,166
275,Vascular Plant,Astragalus miser var. praeteritus,None,Yellowstone Milkvetch,Yellowstone National Park,270
276,Vascular Plant,Astragalus miser var. hylophilus,None,Woody Milkvetch,Great Smoky Mountains National Park,76
277,Vascular Plant,Astragalus miser var. hylophilus,None,Woody Milkvetch,Bryce National Park,82
278,Vascular Plant,Astragalus miser var. hylophilus,None,Woody Milkvetch,Yosemite National Park,169
279,Vascular Plant,Astragalus miser var. hylophilus,None,Woody Milkvetch,Yellowstone National Park,252
280,Vascular Plant,Astragalus lotiflorus,None,"Lotus Milk-Vetch, Milkvetch, Low Milkvetch, Lotus Milkvetch",Great Smoky Mountains National Park,83
281,Vascular Plant,Astragalus lotiflorus,None,"Lotus Milk-Vetch, Milkvetch, Low Milkvetch, Lotus Milkvetch",Bryce National Park,56
282,Vascular Plant,Astragalus lotiflorus,None,"Lotus Milk-Vetch, Milkvetch, Low Milkvetch, Lotus Milkvetch",Yellowstone National Park,269
283,Vascular Plant,Astragalus lotiflorus,None,"Lotus Milk-Vetch, Milkvetch, Low Milkvetch, Lotus Milkvetch",Yosemite National Park,133
284,Vascular Plant,Astragalus laxmannii var. robustior,None,Prairie Milkvetch,Great Smoky Mountains National Park,63
285,Vascular Plant,Astragalus laxmannii var. robustior,None,Prairie Milkvetch,Yosemite National Park,140
286,Vascular Plant,Astragalus laxmannii var. robustior,None,Prairie Milkvetch,Bryce National Park,124
287,Vascular Plant,Astragalus laxmannii var. robustior,None,Prairie Milkvetch,Yellowstone National Park,261
288,Vascular Plant,Astragalus kentrophyta var. tegetarius,None,Mat Milkvetch,Yellowstone National Park,259
289,Vascular Plant,Astragalus kentrophyta var. tegetarius,None,Mat Milkvetch,Bryce National Park,72
290,Vascular Plant,Astragalus kentrophyta var. tegetarius,None,Mat Milkvetch,Yosemite National Park,148
291,Vascular Plant,Astragalus kentrophyta var. tegetarius,None,Mat Milkvetch,Great Smoky Mountains National Park,57
292,Vascular Plant,Astragalus inflexus,None,Bent Milkvetch,Yosemite National Park,132
293,Vascular Plant,Astragalus inflexus,None,Bent Milkvetch,Yellowstone National Park,253
294,Vascular Plant,Astragalus inflexus,None,Bent Milkvetch,Bryce National Park,116
295,Vascular Plant,Astragalus inflexus,None,Bent Milkvetch,Great Smoky Mountains National Park,83
296,Vascular Plant,Astragalus gilviflorus var. gilviflorus,None,Plains Milkvetch,Yosemite National Park,130
297,Vascular Plant,Astragalus gilviflorus var. gilviflorus,None,Plains Milkvetch,Great Smoky Mountains National Park,42
298,Vascular Plant,Astragalus gilviflorus var. gilviflorus,None,Plains Milkvetch,Yellowstone National Park,279
299,Vascular Plant,Astragalus gilviflorus var. gilviflorus,None,Plains Milkvetch,Bryce National Park,103
300,Vascular Plant,Dracocephalum thymiflorum,None,"Thymeleaf Dragonhead, Thyme-Leaf Dragonhead",Great Smoky Mountains National Park,49
301,Vascular Plant,Dracocephalum thymiflorum,None,"Thymeleaf Dragonhead, Thyme-Leaf Dragonhead",Bryce National Park,117
302,Vascular Plant,Dracocephalum thymiflorum,None,"Thymeleaf Dragonhead, Thyme-Leaf Dragonhead",Yellowstone National Park,297
303,Vascular Plant,Dracocephalum thymiflorum,None,"Thymeleaf Dragonhead, Thyme-Leaf Dragonhead",Yosemite National Park,110
304,Vascular Plant,Galeopsis ladanum,None,Red Hempnettle,Bryce National Park,122
305,Vascular Plant,Galeopsis ladanum,None,Red Hempnettle,Great Smoky Mountains National Park,85
306,Vascular Plant,Galeopsis ladanum,None,Red Hempnettle,Yosemite National Park,137
307,Vascular Plant,Galeopsis ladanum,None,Red Hempnettle,Yellowstone National Park,269
308,Vascular Plant,Veronica biloba,None,"Twolobed Speedwell, Twolobe Speedwell, Bilobed Speedwell",Yosemite National Park,127
309,Vascular Plant,Veronica biloba,None,"Twolobed Speedwell, Twolobe Speedwell, Bilobed Speedwell",Bryce National Park,126
310,Vascular Plant,Veronica biloba,None,"Twolobed Speedwell, Twolobe Speedwell, Bilobed Speedwell",Yellowstone National Park,252
311,Vascular Plant,Veronica biloba,None,"Twolobed Speedwell, Twolobe Speedwell, Bilobed Speedwell",Great Smoky Mountains National Park,73
312,Vascular Plant,Veronica americana,None,"American Speedwell, Brooklime",Bryce National Park,77
313,Vascular Plant,Veronica americana,None,"American Speedwell, Brooklime",Yellowstone National Park,237
314,Vascular Plant,Veronica americana,None,"American Speedwell, Brooklime",Great Smoky Mountains National Park,33
315,Vascular Plant,Veronica americana,None,"American Speedwell, Brooklime",Yosemite National Park,146
316,Vascular Plant,Plantago tweedyi,None,Tweedy's Plantain,Great Smoky Mountains National Park,81
317,Vascular Plant,Plantago tweedyi,None,Tweedy's Plantain,Bryce National Park,89
318,Vascular Plant,Plantago tweedyi,None,Tweedy's Plantain,Yellowstone National Park,245
319,Vascular Plant,Plantago tweedyi,None,Tweedy's Plantain,Yosemite National Park,103
320,Vascular Plant,Plantago eriopoda,None,"Red-Woolly Plantain, Saline Plantain, Redwool Plantain, Alkali Plantain, Redwood Plantain",Great Smoky Mountains National Park,43
321,Vascular Plant,Plantago eriopoda,None,"Red-Woolly Plantain, Saline Plantain, Redwool Plantain, Alkali Plantain, Redwood Plantain",Yellowstone National Park,254
322,Vascular Plant,Plantago eriopoda,None,"Red-Woolly Plantain, Saline Plantain, Redwool Plantain, Alkali Plantain, Redwood Plantain",Yosemite National Park,148
323,Vascular Plant,Plantago eriopoda,None,"Red-Woolly Plantain, Saline Plantain, Redwool Plantain, Alkali Plantain, Redwood Plantain",Bryce National Park,102
324,Vascular Plant,Plantago elongata,None,"Slender Plantain, Longleaf Plantain, Prairie Plantain",Yellowstone National Park,225
325,Vascular Plant,Plantago elongata,None,"Slender Plantain, Longleaf Plantain, Prairie Plantain",Great Smoky Mountains National Park,104
326,Vascular Plant,Plantago elongata,None,"Slender Plantain, Longleaf Plantain, Prairie Plantain",Bryce National Park,106
327,Vascular Plant,Plantago elongata,None,"Slender Plantain, Longleaf Plantain, Prairie Plantain",Yosemite National Park,151
328,Vascular Plant,Veronica scutellata,None,"Skullcap Speedwell, Grass-Leaf Speedwell, Marsh Speedwell, Grassleaf Speedwell",Great Smoky Mountains National Park,86
329,Vascular Plant,Veronica scutellata,None,"Skullcap Speedwell, Grass-Leaf Speedwell, Marsh Speedwell, Grassleaf Speedwell",Yellowstone National Park,270
330,Vascular Plant,Veronica scutellata,None,"Skullcap Speedwell, Grass-Leaf Speedwell, Marsh Speedwell, Grassleaf Speedwell",Yosemite National Park,159
331,Vascular Plant,Veronica scutellata,None,"Skullcap Speedwell, Grass-Leaf Speedwell, Marsh Speedwell, Grassleaf Speedwell",Bryce National Park,159
332,Vascular Plant,Penstemon whippleanus,None,"Whipple's Penstemon, Dark Beardtongue",Great Smoky Mountains National Park,86
333,Vascular Plant,Penstemon whippleanus,None,"Whipple's Penstemon, Dark Beardtongue",Yosemite National Park,167
334,Vascular Plant,Penstemon whippleanus,None,"Whipple's Penstemon, Dark Beardtongue",Yellowstone National Park,251
335,Vascular Plant,Penstemon whippleanus,None,"Whipple's Penstemon, Dark Beardtongue",Bryce National Park,89
336,Vascular Plant,Penstemon radicosus,None,Matroot Penstemon,Yellowstone National Park,265
337,Vascular Plant,Penstemon radicosus,None,Matroot Penstemon,Great Smoky Mountains National Park,88
338,Vascular Plant,Penstemon radicosus,None,Matroot Penstemon,Bryce National Park,96
339,Vascular Plant,Penstemon radicosus,None,Matroot Penstemon,Yosemite National Park,134
340,Vascular Plant,Penstemon procerus,None,"Littleflower Penstemon, Pincushion Beardtongue",Great Smoky Mountains National Park,67
341,Vascular Plant,Penstemon procerus,None,"Littleflower Penstemon, Pincushion Beardtongue",Yellowstone National Park,215
342,Vascular Plant,Penstemon procerus,None,"Littleflower Penstemon, Pincushion Beardtongue",Bryce National Park,98
343,Vascular Plant,Penstemon procerus,None,"Littleflower Penstemon, Pincushion Beardtongue",Yosemite National Park,121
344,Vascular Plant,Penstemon montanus var. montanus,None,Cordroot Beardtongue,Bryce National Park,80
345,Vascular Plant,Penstemon montanus var. montanus,None,Cordroot Beardtongue,Yellowstone National Park,216
346,Vascular Plant,Penstemon montanus var. montanus,None,Cordroot Beardtongue,Yosemite National Park,132
347,Vascular Plant,Penstemon montanus var. montanus,None,Cordroot Beardtongue,Great Smoky Mountains National Park,65
348,Vascular Plant,Penstemon humilis,None,"Low Penstemon, Low Beardtongue",Yosemite National Park,181
349,Vascular Plant,Penstemon humilis,None,"Low Penstemon, Low Beardtongue",Yellowstone National Park,231
350,Vascular Plant,Penstemon humilis,None,"Low Penstemon, Low Beardtongue",Great Smoky Mountains National Park,96
351,Vascular Plant,Penstemon humilis,None,"Low Penstemon, Low Beardtongue",Bryce National Park,72
352,Vascular Plant,Penstemon fruticosus,None,Bush Penstemon,Bryce National Park,87
353,Vascular Plant,Penstemon fruticosus,None,Bush Penstemon,Great Smoky Mountains National Park,126
354,Vascular Plant,Penstemon fruticosus,None,Bush Penstemon,Yellowstone National Park,223
355,Vascular Plant,Penstemon fruticosus,None,Bush Penstemon,Yosemite National Park,152
356,Vascular Plant,Penstemon deustus,None,Scabland Penstemon,Yellowstone National Park,262
357,Vascular Plant,Penstemon deustus,None,Scabland Penstemon,Yosemite National Park,152
358,Vascular Plant,Penstemon deustus,None,Scabland Penstemon,Great Smoky Mountains National Park,111
359,Vascular Plant,Penstemon deustus,None,Scabland Penstemon,Bryce National Park,127
360,Vascular Plant,Penstemon cyaneus,None,Blue Penstemon,Bryce National Park,100
361,Vascular Plant,Penstemon cyaneus,None,Blue Penstemon,Great Smoky Mountains National Park,62
362,Vascular Plant,Penstemon cyaneus,None,Blue Penstemon,Yosemite National Park,150
363,Vascular Plant,Penstemon cyaneus,None,Blue Penstemon,Yellowstone National Park,229
364,Vascular Plant,Penstemon attenuatus var. pseudoprocerus,None,Small Penstemon,Yosemite National Park,125
365,Vascular Plant,Penstemon attenuatus var. pseudoprocerus,None,Small Penstemon,Bryce National Park,84
366,Vascular Plant,Penstemon attenuatus var. pseudoprocerus,None,Small Penstemon,Great Smoky Mountains National Park,66
367,Vascular Plant,Penstemon attenuatus var. pseudoprocerus,None,Small Penstemon,Yellowstone National Park,287
368,Vascular Plant,Penstemon rydbergii var. rydbergii,None,Swollen Penstemon,Yosemite National Park,142
369,Vascular Plant,Penstemon rydbergii var. rydbergii,None,Swollen Penstemon,Great Smoky Mountains National Park,77
370,Vascular Plant,Penstemon rydbergii var. rydbergii,None,Swollen Penstemon,Yellowstone National Park,246
371,Vascular Plant,Penstemon rydbergii var. rydbergii,None,Swollen Penstemon,Bryce National Park,112
372,Vascular Plant,Veronica verna,None,Spring Speedwell,Bryce National Park,114
373,Vascular Plant,Veronica verna,None,Spring Speedwell,Great Smoky Mountains National Park,103
374,Vascular Plant,Veronica verna,None,Spring Speedwell,Yosemite National Park,164
375,Vascular Plant,Veronica verna,None,Spring Speedwell,Yellowstone National Park,251
376,Vascular Plant,Veronica wormskjoldii,None,American Alpine Speedwell,Great Smoky Mountains National Park,65
377,Vascular Plant,Veronica wormskjoldii,None,American Alpine Speedwell,Bryce National Park,112
378,Vascular Plant,Veronica wormskjoldii,None,American Alpine Speedwell,Yellowstone National Park,251
379,Vascular Plant,Veronica wormskjoldii,None,American Alpine Speedwell,Yosemite National Park,158
380,Vascular Plant,Scrophularia lanceolata,None,Lanceleaf Figwort,Yellowstone National Park,258
381,Vascular Plant,Scrophularia lanceolata,None,Lanceleaf Figwort,Bryce National Park,96
382,Vascular Plant,Scrophularia lanceolata,None,Lanceleaf Figwort,Yosemite National Park,121
383,Vascular Plant,Scrophularia lanceolata,None,Lanceleaf Figwort,Great Smoky Mountains National Park,57
384,Vascular Plant,Euphorbia esula,None,"Leafy Spurge, Wolf's Milk, Wolf's-Milk, Spurge",Yosemite National Park,155
385,Vascular Plant,Euphorbia esula,None,"Leafy Spurge, Wolf's Milk, Wolf's-Milk, Spurge",Great Smoky Mountains National Park,58
386,Vascular Plant,Euphorbia esula,None,"Leafy Spurge, Wolf's Milk, Wolf's-Milk, Spurge",Yellowstone National Park,253
387,Vascular Plant,Euphorbia esula,None,"Leafy Spurge, Wolf's Milk, Wolf's-Milk, Spurge",Bryce National Park,145
388,Vascular Plant,Chamaesyce serpyllifolia,None,"Thyme-Leaf Sandmat, Thymeleaf Sandmat",Great Smoky Mountains National Park,52
389,Vascular Plant,Chamaesyce serpyllifolia,None,"Thyme-Leaf Sandmat, Thymeleaf Sandmat",Yellowstone National Park,249
390,Vascular Plant,Chamaesyce serpyllifolia,None,"Thyme-Leaf Sandmat, Thymeleaf Sandmat",Bryce National Park,91
391,Vascular Plant,Chamaesyce serpyllifolia,None,"Thyme-Leaf Sandmat, Thymeleaf Sandmat",Yosemite National Park,131
392,Vascular Plant,Chamaesyce maculata,None,"Spotted Spurge, Spotted Sandmat, Large Spurge",Great Smoky Mountains National Park,111
393,Vascular Plant,Chamaesyce maculata,None,"Spotted Spurge, Spotted Sandmat, Large Spurge",Yellowstone National Park,272
394,Vascular Plant,Chamaesyce maculata,None,"Spotted Spurge, Spotted Sandmat, Large Spurge",Yosemite National Park,152
395,Vascular Plant,Chamaesyce maculata,None,"Spotted Spurge, Spotted Sandmat, Large Spurge",Bryce National Park,82
396,Vascular Plant,Chamaesyce glyptosperma,None,"Rib-Seed Sandmat, Ridgeseed Spurge, Ribseed Sandmat",Bryce National Park,105
397,Vascular Plant,Chamaesyce glyptosperma,None,"Rib-Seed Sandmat, Ridgeseed Spurge, Ribseed Sandmat",Yellowstone National Park,242
398,Vascular Plant,Chamaesyce glyptosperma,None,"Rib-Seed Sandmat, Ridgeseed Spurge, Ribseed Sandmat",Great Smoky Mountains National Park,100
399,Vascular Plant,Chamaesyce glyptosperma,None,"Rib-Seed Sandmat, Ridgeseed Spurge, Ribseed Sandmat",Yosemite National Park,124
400,Vascular Plant,Elatine rubella,None,Southwestern Waterwort,Bryce National Park,63
401,Vascular Plant,Elatine rubella,None,Southwestern Waterwort,Great Smoky Mountains National Park,101
