,category,scientific_name,conservation_status,common_names
3734,Vascular Plant,Lewisia triphylla,None,"Threeleaf Lewisia, Threeleaf Bitterroot"
3746,Vascular Plant,Eriogonum umbellatum var. majus,None,Sulphur-Flower Buckwheat
3747,Vascular Plant,Eriogonum umbellatum var. umbellatum,None,Sulphur-Flower Buckwheat
3748,Vascular Plant,Oxyria digyna,None,"Alpine Mountainsorrel, Mountain Sorrel"
3767,Vascular Plant,Parnassia kotzebuei,None,"Kotzebue's Grass Of Parnassus, Kotzebue's Grass-Of-Parnassus"
3766,Vascular Plant,Parnassia fimbriata,None,"Fringed Grass-Of-Parnassus, Fringed Grass Of Parnassus, Rocky Mountain Parnassia"
3765,Vascular Plant,Tamarix chinensis,None,"Saltcedar, Chinese Tamarisk, Tamarisk, Five-Stamen Tamarisk, Chinese Saltcedar, Fivestamen Tamarisk, Tamarix, China Tamarisk"
3764,Vascular Plant,Sarcobatus vermiculatus,None,"Greasewood, Black Greasewood"
3762,Vascular Plant,Rumex venosus,None,Veiny Dock
3761,Vascular Plant,Rumex paucifolius,None,"Meadow Dock, Fewleaved Dock, Alpine Sheep Sorrel"
3759,Vascular Plant,Rumex aquaticus var. fenestratus,None,Western Dock
3757,Vascular Plant,Polygonum viviparum,None,"Alpine Bistort, Serpent-Grass, Viviparous Bistort"
3756,Vascular Plant,Polygonum minimum,None,"Zigzag Knotweed, Dwarf Knotweed, Broadleaf Knotweed"
3754,Vascular Plant,Polygonum douglasii var. douglasii,None,Douglas Knotweed
3752,Vascular Plant,Polygonum bistortoides,None,American Bistort
3750,Vascular Plant,Polygonum amphibium var. stipulaceum,None,Water Smartweed
3749,Vascular Plant,Polygonum achoreum,None,"Leathery Knotweed, Striate Knotweed"
3769,Vascular Plant,Parnassia parviflora,None,Smallflower Grass Of Parnassus
3995,Vascular Plant,Linum lewisii var. lewisii,None,"Prairie Flax, Lewis' Flax"
3997,Vascular Plant,Populus balsamifera,None,Balsam Poplar
4240,Vascular Plant,Koeleria macrantha,None,"Junegrass, Prairie Junegrass"
4238,Vascular Plant,Hordeum jubatum,None,Foxtail Barley
4237,Vascular Plant,Hordeum brachyantherum,None,Meadow Barley
4235,Vascular Plant,Hierochloe odorata,None,"Sweetgrass, Vanilla Grass"
4233,Vascular Plant,Glyceria grandis,None,"Manna Grass, American Mannagrass"
4241,Vascular Plant,Leucopoa kingii,None,"Spike-Fescue, Spike Fescue"
4232,Vascular Plant,Glyceria elata,None,Tall Mannagrass
4230,Vascular Plant,Festuca subulata,None,"Nodding Fescue, Bearded Fescue"
4229,Vascular Plant,Festuca saximontana,None,"Rocky Mountain Fescue, Mountain Fescue"
4228,Vascular Plant,Festuca occidentalis,None,Western Fescue
4227,Vascular Plant,Festuca idahoensis,None,Idaho Fescue
4226,Vascular Plant,Festuca brachyphylla,None,Alpine Fescue
4225,Vascular Plant,Festuca baffinensis,None,Baffin Fescue
4224,Vascular Plant,Festuca arundinacea,None,"Coarse Fescue, Reed Fescue, Tall Fescue, Alta Fescue"
4223,Vascular Plant,Elymus trachycaulus var. trachycaulus,None,"Wheatgrass, Bearded Wheatgrass, Slender Wheatgrass, Rye Grass"
4231,Vascular Plant,Glyceria borealis,None,"Northern Mannagrass, Small Floating Manna Grass, Small Floating Mannagrass"
4222,Vascular Plant,Elymus scribneri,None,"Scribner's Wildrye, Scribner's Wild Rye, Spreading Wheatgrass"
4244,Vascular Plant,Melica spectabilis,None,Purple Oniongrass
4261,Vascular Plant,Poa alpina,None,Alpine Bluegrass
4260,Vascular Plant,Piptatherum exiguum,None,Little Ricegrass
4259,Vascular Plant,Phragmites australis,None,Common Reed
4257,Vascular Plant,Phleum alpinum,None,Alpine Timothy
4243,Vascular Plant,Melica bulbosa,None,"Bulbous Oniongrass, Oniongrass"
4254,Vascular Plant,Oryzopsis asperifolia,None,"White-Grain Mountain-Rice Gras, Roughleaf Ricegrass"
4252,Vascular Plant,Muhlenbergia richardsonis,None,"Soft-Leaf Muhly, Mat Muhly"
4251,Vascular Plant,Muhlenbergia mexicana,None,Mexican Muhly
4250,Vascular Plant,Muhlenbergia glomerata,None,"Bristly Muhly, Marsh Muhly, Spiked Muhly"
4249,Vascular Plant,Muhlenbergia filiformis,None,Pullup Muhly
4248,Vascular Plant,Muhlenbergia asperifolia,None,"Scratchgrass, Alkali Muhly"
4247,Vascular Plant,Muhlenbergia andina,None,Foxtail Muhly
4246,Vascular Plant,Monroa squarrosa,None,"False Buffalograss, False Buffalo Grass"
4245,Vascular Plant,Melica subulata,None,Alaska Oniongrass
4253,Vascular Plant,Nassella viridula,None,Green Needlegrass
4221,Vascular Plant,Elymus glaucus,None,"Blue Wild Rye, Blue Wildrye"
4220,Vascular Plant,Elymus canadensis var. canadensis,None,Canada Wildrye
4195,Vascular Plant,Beckmannia syzigachne,None,"American Sloughgrass, Slough Grass"
4193,Vascular Plant,Avena fatua,None,"Flaxgrass, Oatgrass, Wild Oat, Wheat Oats, Wild Oats"
4192,Vascular Plant,Arrhenatherum elatius,None,Tall Oatgrass
4191,Vascular Plant,Aristida purpurea var. longiseta,None,"Red Threeawn (Fendler), Fendler Threeawn, Red Threeawn, Fendler's Threeawn"
4190,Vascular Plant,Apera interrupta,None,"Dense Silkybent, Silky Bentgrass, Dense Silky-Bent"
4189,Vascular Plant,Alopecurus pratensis,None,"Meadow Foxtail, Field Meadow-Foxtail"
4188,Vascular Plant,Alopecurus borealis,None,Boreal Alopecurus
4196,Vascular Plant,Bouteloua gracilis,None,Blue Grama
4187,Vascular Plant,Alopecurus arundinaceus,None,"Creeping Meadow-Foxtail, Creeping Foxtail, Creeping Meadow Foxtail"
4185,Vascular Plant,Aira caryophyllea,None,Silver Hairgrass
4183,Vascular Plant,Agrostis thurberiana,None,Thurber's Bentgrass
4181,Vascular Plant,Agrostis scabra var. scabra,None,Rough Bentgrass
4180,Vascular Plant,Agrostis rossiae,None,"Ross' Bentgrass, Mountain Bentgrass"
4179,Vascular Plant,Agrostis oregonensis,None,"Oregon Redtop, Oregon Bentgrass"
4186,Vascular Plant,Alopecurus aequalis,None,"Short-Awn Meadow-Foxtail, Shortawn Foxtail, Short Foxtail"
4197,Vascular Plant,Bromus anomalus,None,"Nodding Brome, Nodding Bromegrass"
4198,Vascular Plant,Bromus carinatus,None,"Mountain Brome, California Brome"
4199,Vascular Plant,Bromus inermis var. inermis,None,Smooth Brome
4218,Vascular Plant,Dichanthelium acuminatum,None,"Hotsprings Rosette Grass, Tapered Rosette Grass, Hotsprings Panicum"
4217,Vascular Plant,Deschampsia elongata,None,Slender Hairgrass
4216,Vascular Plant,Deschampsia danthonioides,None,Annual Hairgrass
4215,Vascular Plant,Deschampsia cespitosa,None,Tufted Hairgrass
4214,Vascular Plant,Danthonia unispicata,None,"Onespike Danthonia, Onespike Oatgrass"
4212,Vascular Plant,Danthonia intermedia,None,Timber Oatgrass
4211,Vascular Plant,Danthonia californica,None,California Oatgrass
4208,Vascular Plant,Catabrosa aquatica,None,"Water Whorl Grass, Brookgrass, Water Whorlgrass"
4207,Vascular Plant,Calamagrostis stricta,None,"Slimstem Reedgrass, Slim-Stem Reed Grass, Narrowspike Reedgrass"
4206,Vascular Plant,Calamagrostis rubescens,None,Pinegrass
4205,Vascular Plant,Calamagrostis purpurascens,None,Purple Reedgrass
4203,Vascular Plant,Bromus vulgaris,None,Columbia Brome
4200,Vascular Plant,Bromus inermis var. pumpellianus,None,Pumpelly's Brome
4263,Vascular Plant,Poa arida,None,Plains Bluegrass
4264,Vascular Plant,Poa bulbosa,None,"Bulbous Blue Grass, Bulbous Bluegrass"
4266,Vascular Plant,Poa fendleriana,None,"Mutton Grass, Muttongrass"
4329,Vascular Plant,Ranunculus acris var. acris,None,"Meadow Buttercup, Showy Buttercup, Tall Buttercup"
4328,Vascular Plant,Myosurus apetalus var. montanus,None,"Tiny Mousetail, Bristly Mousetail"
4327,Vascular Plant,Myosurus apetalus var. borealis,None,Bristly Mousetail
4326,Vascular Plant,Delphinium nuttallianum,None,"Nuttall's Larkspur, Two-Lobe Larkspur, Twolobe Larkspur, Low Larkspur"
4325,Vascular Plant,Delphinium glaucum,None,"Tower Larkspur, Sierra Larkspur, Mountain Larkspur"
4324,Vascular Plant,Delphinium bicolor ssp. bicolor,None,Little Larkspur
4323,Vascular Plant,Clematis occidentalis var. grosseserrata,None,Western Blue Virginsbower
4322,Vascular Plant,Clematis ligusticifolia,None,"Virgins Bower, Old-Man's-Beard, Virginsbower, Virgin's-Bower, Western White Clematis, Hierba De Chivo"
4330,Vascular Plant,Ranunculus alismifolius var. davisii,None,Davis' Buttercup
4321,Vascular Plant,Clematis hirsutissima var. hirsutissima,None,Hairy Clematis
4319,Vascular Plant,Aquilegia flavescens,None,Yellow Columbine
4318,Vascular Plant,Aquilegia coerulea,None,Colorado Blue Columbine
4317,Vascular Plant,Anemone tetonensis,None,Teton Anemone
4316,Vascular Plant,Anemone patens var. multifida,None,Cutleaf Anemone
4315,Vascular Plant,Anemone parviflora,None,Smallflowered Anemone
4314,Vascular Plant,Actaea rubra,None,"Red Baneberry, Western Baneberry"
4313,Vascular Plant,Aconitum columbianum ssp. columbianum,None,Columbian Monkshood
4312,Vascular Plant,Dicentra uniflora,None,"Longhorn Steer's-Head, Steershead"
4320,Vascular Plant,Caltha leptosepala,None,"White Marsh Marigold, White Marsh-Marigold, Elkslip Marshmarigold, White Marshmarigold, Slendersepal Marshmarigold"
4331,Vascular Plant,Ranunculus alismifolius var. hartwegii,None,Plantainleaf Buttercup
4332,Vascular Plant,Ranunculus cymbalaria var. cymbalaria,None,Alkali Buttercup
4333,Vascular Plant,Ranunculus eschscholtzii var. eschscholtzii,None,"Eschscholtz's Buttercup, Spruce-Fir Buttercup"
4350,Vascular Plant,Thalictrum venulosum,None,"Veiny Meadow-Rue, Veiny Meadowrue, Veiny-Leaf Meadow-Rue"
4349,Vascular Plant,Thalictrum sparsiflorum var. saximontanum,None,"Fewflower Meadowrue, Fewflower Meadow-Rue"
4348,Vascular Plant,Thalictrum occidentale,None,"Western Meadow-Rue, Western Meadowrue"
4347,Vascular Plant,Thalictrum alpinum,None,"Alpine Meadow-Rue, Alpine Meadowrue"
4346,Vascular Plant,Ranunculus uncinatus,None,"Hooked Buttercup, Woodland Buttercup"
4345,Vascular Plant,Ranunculus testiculatus,None,"Bur Buttercup, Little Bur, Curveseed Butterwort, Testiculate Buttercup"
4344,Vascular Plant,Ranunculus sceleratus var. multifidus,None,"Cursed Buttercup, Blister Buttercup"
4342,Vascular Plant,Ranunculus macounii,None,Macoun's Buttercup
4341,Vascular Plant,Ranunculus jovis,None,Utah Buttercup
4340,Vascular Plant,Ranunculus inamoenus var. inamoenus,None,Graceful Buttercup
4339,Vascular Plant,Ranunculus hyperboreus,None,"High Northern Buttercup, Arctic Buttercup"
4338,Vascular Plant,Ranunculus gmelinii,None,"Small Yellow Water Buttercup, Gmelin's Buttercup, Lesser Yellow Water Buttercup"
4337,Vascular Plant,Ranunculus glaberrimus var. ellipticus,None,"Sagebrush Buttercup, Elliptical Buttercup"
4336,Vascular Plant,Ranunculus flammula var. reptans,None,Greater Creeping Spearwort
4335,Vascular Plant,Ranunculus eschscholtzii var. trisectus,None,Threesection Buttercup
4334,Vascular Plant,Ranunculus eschscholtzii var. eximius,None,Tundra Buttercup
4311,Vascular Plant,Corydalis aurea var. aurea,None,Golden Corydalis
4177,Vascular Plant,Agrostis idahoensis,None,"Idaho Redtop, Idaho Bentgrass"
4310,Vascular Plant,Corydalis aurea,None,"Golden Corydalis, Scrambled Eggs"
4308,Vascular Plant,Woodsia scopulina,None,"Rocky Mountain Woodsia, Rocky Mountain Cliff Fern"
4284,Vascular Plant,Sporobolus cryptandrus,None,Sand Dropseed
4283,Vascular Plant,Sporobolus airoides,None,"Alkali Sacaton, Alkali-Sacaton"
4282,Vascular Plant,Spartina gracilis,None,Alkali Cordgrass
4279,Vascular Plant,Scolochloa festucacea,None,"Rivergrass, Common Rivergrass"
4278,Vascular Plant,Schizachne purpurascens,None,"False Melic, False Melic Grass"
4277,Vascular Plant,Schedonnardus paniculatus,None,"Tumblegrass, Tumble Grass, Tumbleggrass"
4285,Vascular Plant,Torreyochloa pallida var. pauciflora,None,Pale False Mannagrass
4276,Vascular Plant,Puccinellia nuttalliana,None,"Nuttall's Alkaligrass, Nuttall Alkaligrass"
4274,Vascular Plant,Polypogon monspeliensis,None,"Rabbit'sfootgrass, Rabbitfoot Grass, Rabbitfootgrass, Rabbitfoot Polypogon, Annual Rabbit's-Foot Grass, Annual Rabbitsfoot Grass, Rabbitfoot Beardgrass"
4273,Vascular Plant,Poa wheeleri,None,Wheeler's Bluegrass
4271,Vascular Plant,Poa reflexa,None,Nodding Bluegrass
4268,Vascular Plant,Poa leptocoma,None,"Bog Bluegrass, Marsh Bluegrass, Marsh"
4267,Vascular Plant,Poa interior,None,Inland Bluegrass
4275,Vascular Plant,Puccinellia distans,None,"Weeping Alkaligrass, Spreading Alkali Grass, European Alkaligrass"
4286,Vascular Plant,Trisetum canescens,None,Tall Trisetum
4287,Vascular Plant,Trisetum spicatum,None,Spike Trisetum
4288,Vascular Plant,Trisetum wolfii,None,"Wolf Trisetum, Wolf's Trisetum"
4307,Vascular Plant,Woodsia oregana,None,"Oregon Woodsia, Oregon Cliff Fern, Western Cliff Fern"
4306,Vascular Plant,Cystopteris fragilis,None,"Brittle Bladderfern, Fragile Fern, Brittle Bladder Fern"
4305,Vascular Plant,Athyrium filix-femina,None,"Subarctic Ladyfern, Ladyfern, Common Ladyfern"
4304,Vascular Plant,Pellaea breweri,None,Brewer's Cliffbrake
4303,Vascular Plant,Cryptogramma stelleri,None,"Slender Cliffbrake, Fragile Rockbrake"
4302,Vascular Plant,Cryptogramma acrostichoides,None,American Rockbrake
4301,Vascular Plant,Cheilanthes feei,None,"Fee's Lipfern, Slender Lipfern, Slender Lip Fern"
4300,Vascular Plant,Adiantum aleuticum,None,"Five-Finger Fern, Aleutian Maidenhair-Fern, Aleutian Maidenhair"
4299,Vascular Plant,Polystichum scopulinum,None,"Eaton's Hollyfern, Mountain Hollyfern"
4298,Vascular Plant,Polystichum lonchitis,None,"Northern Hollyfern, Hollyfern"
4297,Vascular Plant,Dryopteris expansa,None,Spreading Woodfern
4296,Vascular Plant,Pteridium aquilinum var. pubescens,None,"Western Bracken, Hairy Brackenfern, Western Brackenfern, Eagle Fern"
4294,Vascular Plant,Sparganium natans,None,Small Bur-Reed
4293,Vascular Plant,Sparganium emersum,None,European Bur-Reed
4292,Vascular Plant,Sparganium angustifolium,None,"Narrowleaf Bur-Reed, Narrowleaf Burr Reed, Narrowleaf Burreed"
4291,Vascular Plant,Sparganium,None,"Bur-Reed, Burreed"
4309,Vascular Plant,Mahonia repens,None,"Oregon Grape, Creeping Barberry, Creeping Mahonia, Trunkee Barberry"
3996,Vascular Plant,Populus angustifolia,None,Narrowleaf Cottonwood
4176,Vascular Plant,Agrostis humilis,None,"Mountain Bent Grass, Alpine Bentgrass"
4174,Vascular Plant,Achnatherum X bloomeri,None,"Achnatherum, Bloomer's Ricegrass, Bloomer Ricegrass"
4060,Vascular Plant,Juniperus scopulorum,None,Rocky Mountain Juniper
4059,Vascular Plant,Juniperus communis var. depressa,None,Common Juniper
4056,Vascular Plant,Ophioglossum pusillum,None,"Northern Adderstongue, Northern Adder's-Tongue"
4053,Vascular Plant,Botrychium multifidum,None,"Broadleaf Grapefern, Leather Grapefern, Leathery Grapefern, Leathery Grape-Fern"
4061,Vascular Plant,Abies bifolia,None,Rocky Mountain Alpine Fir
4052,Vascular Plant,Botrychium lanceolatum,None,"Lanceleaf Grapefern, Lance-Leaf Moonwort, Triangle Moonwort"
4050,Vascular Plant,Gayophytum ramosissimum,None,"Pinyon Groundsmoke, Muchbranched Groundsmoke"
4049,Vascular Plant,Gayophytum racemosum,None,"Black-Foot Groundsmoke, Blackfoot Groundsmoke"
4048,Vascular Plant,Gayophytum humile,None,"Dwarf Groundsmoke, Low Groundsmoke"
4047,Vascular Plant,Gayophytum diffusum ssp. parviflorum,None,Spreading Groundsmoke
4046,Vascular Plant,Gayophytum diffusum ssp. diffusum,None,Spreading Groundsmoke
4045,Vascular Plant,Gaura parviflora,None,"Smallflowered Gaura, Velvetweed, Velvety Gaura, Willow Gaura"
4044,Vascular Plant,Epilobium suffruticosum,None,Shrubby Willowherb
4043,Vascular Plant,Epilobium saximontanum,None,"Rocky Mountain Willowweed, Rocky Mountain Willowherb"
4051,Vascular Plant,Nuphar polysepala,None,Rocky Mountain Pond-Lily
4042,Vascular Plant,Epilobium lactiflorum,None,"White-Flower Willowherb, Milkflower Willowherb, Broadleaf Willowweed"
4062,Vascular Plant,Picea glauca,None,"Cat Spruce, Canadian Spruce, Black Hills Spruce, Western White Spruce, Skunk Spruce, White Spruce"
4064,Vascular Plant,Pinus flexilis,None,"Rocky Mountain White Pine, Limber Pine"
4082,Vascular Plant,Carex douglasii,None,"Douglas' Sedge, Douglas Sedge"
4081,Vascular Plant,Carex disperma,None,"Softleaf Sedge, Softleaved Sedge, Soft-Leaf Sedge"
4080,Vascular Plant,Carex diandra,None,"Lesser Panicled Sedge, Lesser Tussock Sedge"
4079,Vascular Plant,Carex cusickii,None,Cusick's Sedge
4078,Vascular Plant,Carex concinna,None,Low Northern Sedge
4077,Vascular Plant,Carex capitata,None,"Arctic Sedge, Capitate Sedge"
4076,Vascular Plant,Carex capillaris,None,"Hair-Like Sedge, Hair Sedge, Hairlike Sedge"
4075,Vascular Plant,Carex canescens,None,"Silvery Sedge, Silver Sedge"
4063,Vascular Plant,Pinus contorta var. latifolia,None,"Lodgepole Pine, Rocky Mountain Lodgepole Pine, Tall Lodgepole Pine"
4074,Vascular Plant,Carex buxbaumii,None,"Buxbaum Sedge, Brown Bog Sedge, Buxbaum's Sedge"
4072,Vascular Plant,Carex bebbii,None,"Bebb's Sedge, Bebb Sedge"
4071,Vascular Plant,Carex backii,None,"Rocky Mountain Sedge, Back's Sedge"
4070,Vascular Plant,Carex aurea,None,"Golden Sedge, Golden-Fruit Sedge"
4069,Vascular Plant,Carex athrostachya,None,"Slender-Beak Sedge, Slenderbeak Sedge"
4068,Vascular Plant,Carex atherodes,None,"Awned Sedge, Wheat Sedge, Slough Sedge"
4067,Vascular Plant,Carex aquatilis,None,Water Sedge
4066,Vascular Plant,Carex albonigra,None,"Black-And-White Sedge, Blackandwhite Sedge"
4065,Vascular Plant,Pseudotsuga menziesii var. glauca,None,"Douglas-Fir, Inland Douglas-Fir, Colorado Douglas-Fir, Rocky Mountain Douglas-Fir, Blue Douglas-Fir"
4073,Vascular Plant,Carex brunnescens,None,Brownish Sedge
4041,Vascular Plant,Epilobium hornemannii ssp. hornemannii,None,Hornemann's Willowherb
4040,Vascular Plant,Epilobium halleanum,None,"Glandular Willowherb, Hall's Willowweed"
4039,Vascular Plant,Epilobium clavatum,None,"Clubfruit Willowherb, Talus Willowherb, Clavatefruit Willowweed"
4015,Vascular Plant,Salix planifolia,None,"Tea-Leaf Willow, Plainleaf Willow, Diamondleaf Willow"
4014,Vascular Plant,Salix melanopsis,None,Dusky Willow
4013,Vascular Plant,Salix lemmonii,None,Lemmon's Willow
4012,Vascular Plant,Salix lasiandra var. caudata,None,Greenleaf Willow
4011,Vascular Plant,Salix geyeriana,None,Geyer's Willow
4010,Vascular Plant,Salix fragilis,None,Crack Willow
4009,Vascular Plant,Salix farriae,None,Farr's Willow
4016,Vascular Plant,Salix pseudomonticola,None,"White Mountain Willow, False Mountain Willow"
4007,Vascular Plant,Salix eastwoodiae,None,"Eastwood's Willow, Mountain Willow"
4005,Vascular Plant,Salix cascadensis,None,Cascade Willow
4004,Vascular Plant,Salix candida,None,"Sageleaf Willow, Sage Willow"
4003,Vascular Plant,Salix brachycarpa,None,"Shortfruit Willow, Barrenground Willow"
4002,Vascular Plant,Salix boothii,None,"Blueberry Willow, Booth's Willow"
4001,Vascular Plant,Salix bebbiana,None,"Gray Willow, Bebb's Willow"
4000,Vascular Plant,Salix barclayi,None,Barclay's Willow
3999,Vascular Plant,Populus X acuminata,None,Lanceleaf Cottonwood
3998,Vascular Plant,Populus tremuloides,None,Quaking Aspen
4006,Vascular Plant,Salix drummondiana,None,Drummond's Willow
4017,Vascular Plant,Salix rotundifolia var. dodgeana,None,Timberline Willow
4018,Vascular Plant,Salix scouleriana,None,Scouler's Willow
4019,Vascular Plant,Salix tweedyi,None,"Tweedy's Willow, Tweedy Willow"
4038,Vascular Plant,Epilobium canum ssp. garrettii,None,Garrett's Firechalice
4037,Vascular Plant,Epilobium brachycarpum,None,"Tall Annual Willowherb, Autumn Willowherb, Autumn Willowweed"
4036,Vascular Plant,Epilobium anagallidifolium,None,"Alpine Willowherb, Pimpernel Willowherb, Alpine Willowweed"
4035,Vascular Plant,Chamerion latifolium,None,Dwarf Fireweed
4034,Vascular Plant,Camissonia subacaulis,None,"Diffuseflower Evening-Primrose, Northern Eveningprimrose, Diffuseflower Evening Primrose, Longleaf Suncup"
4033,Vascular Plant,Camissonia breviflora,None,"Fewflower Evening Primrose, Fewflower Evening-Primrose, Shortflower Suncup"
